Allergy_Free_Text_Description	Mention	Use Count	DECISION	Comment	RxNorm_CUI	RxNorm_Name	RxNorm_Semantic_Group_Abbreviation	RxNorm_Semantic_Group_Name	NDFRT_Code	NDFRT_Full_Name	NDFRT_Semantic_Group_Abbreviation	NDFRT_Semantic_Group_Name	UNII_Code	UNII_Display_Name
Dilantin	Dilantin	9	Map		8183	Phenytoin	CHEM	Chemicals & Drugs	N0000006023	Phenytoin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	6158TKW0C5	PHENYTOIN
Dilauded	Dilauded	1	Map		3423	Hydromorphone	CHEM	Chemicals & Drugs	N0000005957	Hydromorphone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	Q812464R06	HYDROMORPHONE
dilaudid	dilaudid	20	Map		3423	Hydromorphone	CHEM	Chemicals & Drugs	N0000005957	Hydromorphone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	L960UP2KRW	HYDROMORPHONE HYDROCHLORIDE
DILAUDID -> N/V	DILAUDID -> N/V	1	Map	Suggest adding text annotation	3423	Hydromorphone	CHEM	Chemicals & Drugs	N0000005957	Hydromorphone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	Q812464R06	HYDROMORPHONE
dilaudid with bupivacaine	dilaudid with bupivacaine	1	Map		1815	Bupivacaine	CHEM	Chemicals & Drugs	N0000176239	BUPIVACAINE/HYDROMORPHONE	CHEM	Chemicals & Drugs	Y8335394RO	BUPIVACAINE
dilaudid with bupivacaine	dilaudid with bupivacaine	1	Map		3423	Hydromorphone	CHEM	Chemicals & Drugs	N0000176239	BUPIVACAINE/HYDROMORPHONE	CHEM	Chemicals & Drugs	Q812464R06	HYDROMORPHONE
dilaudid, morphine	dilaudid	1	Map		3423	Hydromorphone	CHEM	Chemicals & Drugs	N0000005957	Hydromorphone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	L960UP2KRW	HYDROMORPHONE HYDROCHLORIDE
dilaudid, morphine	morphine	1	Map		7052	Morphine	CHEM	Chemicals & Drugs	N0000007070	Morphine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	76I7G6D29C	MORPHINE
dilaurdid	dilaurdid	1	Map		3423	Hydromorphone	CHEM	Chemicals & Drugs	N0000005957	Hydromorphone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	Q812464R06	HYDROMORPHONE
dimatap	dimatap	1	Map		8163	Phenylephrine	CHEM	Chemicals & Drugs	N0000005966	Phenylephrine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1WS297W6MV	PHENYLEPHRINE
Dimerosol	Dimerosol	1	Map	Suggest adding text annotation	10472	Thimerosal	CHEM	Chemicals & Drugs	N0000007179	Thimerosal [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2225PI3MOV	THIMEROSAL
dinitrochlorobenzene	dinitrochlorobenzene	1	Map						N0000171188	Dinitrochlorobenzene [Chemical/Ingredient]	CHEM	Chemicals & Drugs	GE3IBT7BMN	DINITROCHLOROBENZENE
Dioxin	Dioxin	1	Do not map	Toxin					N0000167045	Dioxins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	DO80M48B6O	2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN
diprovan	diprovan	1	Map		8782	Propofol	CHEM	Chemicals & Drugs	N0000006386	Propofol [Chemical/Ingredient]	CHEM	Chemicals & Drugs	YI7VU623SF	PROPOFOL
diptheria	diptheria	1	Map		798304	diphtheria toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000183887	Inactivated Corynebacterium Diphtheriae Vaccine [EPC]	CHEM	Chemicals & Drugs		
ditropan,sulfa,vioxx,	ditropan	1	Map		32675	oxybutynin	CHEM	Chemicals & Drugs	N0000179206	oxybutynin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	L9F3D9RENQ	OXYBUTYNIN CHLORIDE
ditropan,sulfa,vioxx,	sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
ditropan,sulfa,vioxx,	vioxx	1	Map		232158	rofecoxib	CHEM	Chemicals & Drugs	N0000006529	rofecoxib [Chemical/Ingredient]	CHEM	Chemicals & Drugs	0QTW8Z7MCR	ROFECOXIB
diurectics	diurectics	1	Map						N0000029125	[CV700] DIURETICS	CHEM	Chemicals & Drugs		
DIURETICS	DIURETICS	1	Map						N0000029125	[CV700] DIURETICS	CHEM	Chemicals & Drugs		
dobutamine	dobutamine	1	Map		3616	Dobutamine	CHEM	Chemicals & Drugs	N0000006055	Dobutamine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3S12J47372	DOBUTAMINE
doclomycin	doclomycin	1	Map		3154	Demeclocycline	CHEM	Chemicals & Drugs	N0000006028	Demeclocycline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	5R5W9ICI6O	DEMECLOCYCLINE
Doesn't remember the drug	Doesn't remember the drug	1	Do not map											
Dog	Dog	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Dog/cats	cats	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Dog/cats	Dog	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Dogs	Dogs	3	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Dogs cats	cats	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Dogs cats	Dogs	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Dogs Cats Seasonal	Cats	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Dogs Cats Seasonal	Dogs	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Dogs Cats Seasonal	Seasonal	1	Map	Disorder/Symptom					N0000171691	Rhinitis, Allergic, Seasonal [Disease/Finding]	DISO	Disorders		
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	CATS	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	COWS	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	DOGS	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	DUSTMITES	1	Map						N0000171063	Antigens, Dermatophagoides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	GRASSES	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	HORSES	1	Map	Suggest adding text annotation					N0000020684	HORSE DANDER	CHEM	Chemicals & Drugs	J81SZ18495	EQUUS CABALLUS DANDER
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	MOLD	1	Map	Close map	235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	RAGWEED	1	Map	Close map					N0000021039	ALLERGENIC EXTRACT,RAGWEED STOCK POLLEN	CHEM	Chemicals & Drugs	9W34L2CQ9A	AMBROSIA ARTEMISIIFOLIA
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	TREES	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
dogs, cats, molds	cats	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dogs, cats, molds	dogs	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dogs, cats, molds	molds	1	Map	Close map	235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
dogs,cats	cats	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dogs,cats	dogs	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dogs,horses,molds	dogs	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dogs,horses,molds	horses	1	Map	Suggest adding text annotation					N0000020684	HORSE DANDER	CHEM	Chemicals & Drugs	J81SZ18495	EQUUS CABALLUS DANDER
dogs,horses,molds	molds	1	Map	Close map	235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
DOMPERIDONE	DOMPERIDONE	1	Map		3626	Domperidone	CHEM	Chemicals & Drugs	N0000167200	Domperidone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	5587267Z69	DOMPERIDONE
donnatal	donnatal	1	Map		689606	Atropine / Hyoscyamine / Phenobarbital / Scopolamine	CHEM	Chemicals & Drugs	N0000020354	ATROPINE/HYOSCYAMINE/PHENOBARBITAL/SCOPOLAMINE	CHEM	Chemicals & Drugs		
DORINE	DORINE	1	Do not map	Meaning unclear										
dorotol	dorotol	1	Map		35827	Ketorolac	CHEM	Chemicals & Drugs	N0000166962	Ketorolac [Chemical/Ingredient]	CHEM	Chemicals & Drugs	YZI5105V0L	KETOROLAC
doxycyclin	doxycyclin	1	Map		3640	Doxycycline	CHEM	Chemicals & Drugs	N0000008026	Doxycycline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	N12000U13O	DOXYCYCLINE
doxycycline	doxycycline	6	Map		3640	Doxycycline	CHEM	Chemicals & Drugs	N0000008026	Doxycycline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	N12000U13O	DOXYCYCLINE
dp immune	dp immune	1	Map		1007584	acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000170919	Diphtheria-Tetanus-Pertussis Vaccine [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dp vaccine	dp vaccine	1	Map		1007584	acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000170919	Diphtheria-Tetanus-Pertussis Vaccine [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dpt shot	dpt shot	1	Map		1007584	acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000170919	Diphtheria-Tetanus-Pertussis Vaccine [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
droperidol	droperidol	2	Map		3648	Droperidol	CHEM	Chemicals & Drugs	N0000006827	Droperidol [Chemical/Ingredient]	CHEM	Chemicals & Drugs	O9U0F09D5X	DROPERIDOL
drug	drug	2	Do not map	Meaning unclear										
Drug allergy	Drug allergy	1	Do not map	Meaning unclear										
dT shot	dT shot	1	Map		1007589	diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000170920	Diphtheria-Tetanus Vaccine [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dubutamide	dubutamide	1	Map		3616	Dobutamine	CHEM	Chemicals & Drugs	N0000006055	Dobutamine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3S12J47372	DOBUTAMINE
ducolax	ducolax	1	Map		1596	Bisacodyl	CHEM	Chemicals & Drugs	N0000005898	Bisacodyl [Chemical/Ingredient]	CHEM	Chemicals & Drugs	10X0709Y6I	BISACODYL
duracef	duracef	10	Map		2177	Cefadroxil	CHEM	Chemicals & Drugs	N0000005821	Cefadroxil [Chemical/Ingredient]	CHEM	Chemicals & Drugs	280111G160	CEFADROXIL
duragesic patch	duragesic patch	1	Map		4337	Fentanyl	CHEM	Chemicals & Drugs	N0000007029	Fentanyl [Chemical/Ingredient]	CHEM	Chemicals & Drugs	UF599785JZ	FENTANYL
duravent da	duravent da	1	Map		1009156	Chlorpheniramine / Methscopolamine / Phenylephrine	CHEM	Chemicals & Drugs	N0000020525	CHLORPHENIRAMINE/METHSCOPOLAMINE/PHENYLEPHRINE	CHEM	Chemicals & Drugs		
Duricef	Duricef	1	Map		2177	Cefadroxil	CHEM	Chemicals & Drugs	N0000005821	Cefadroxil [Chemical/Ingredient]	CHEM	Chemicals & Drugs	280111G160	CEFADROXIL
Durifen	Durifen	1	Map		4845	Glucosamine	CHEM	Chemicals & Drugs	N0000007624	Glucosamine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	N08U5BOQ1K	GLUCOSAMINE
Dust	Dust	19	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
dust and cats	cats	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dust and cats	dust	1	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
Dust MITES	Dust MITES	5	Map						N0000171063	Antigens, Dermatophagoides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dust mites seasonal	dust mites	1	Map						N0000171063	Antigens, Dermatophagoides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dust mites seasonal	seasonal	1	Map	Disorder/Symptom					N0000171691	Rhinitis, Allergic, Seasonal [Disease/Finding]	DISO	Disorders		
Dust mold	Dust	2	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
Dust mold	mold	2	Map	Close map	235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
Dust mold dogs egg	dogs	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Dust mold dogs egg	Dust	1	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
Dust mold dogs egg	egg	1	Map		1315115	egg extract	CHEM	Chemicals & Drugs	N0000022610	EGG	CHEM	Chemicals & Drugs	291P45F896	EGG
Dust mold dogs egg	mold	1	Map	Close map	235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
dust mold flowers	dust	1	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
dust mold flowers	flowers	1	Text annotation only											
dust mold flowers	mold	1	Map		235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
dust mold pollen	dust	1	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
dust mold pollen	mold	1	Map		235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
dust mold pollen	pollen	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
dust,  pollens, cats	cats	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dust,  pollens, cats	dust	1	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
dust,  pollens, cats	pollen	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
dust, cats, weeds	cats	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dust, cats, weeds	dust	1	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
dust, cats, weeds	weeds	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
dust, mold , animal dander	animal dander	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dust, mold , animal dander	dust	1	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
dust, mold , animal dander	mold	1	Map		235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
dust, pollen, mold cats	cats	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dust, pollen, mold cats	dust	1	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
dust, pollen, mold cats	mold	1	Map		235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
dust, pollen, mold cats	pollen	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
dust,grass,weed,trees	dust	1	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
dust,grass,weed,trees	grass	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
dust,grass,weed,trees	trees	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
dust,grass,weed,trees	weeds	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
dust,mold,mildew	dust	1	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
dust,mold,mildew	mildew	1	Text annotation only											
dust,mold,mildew	mold	1	Map		235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
dust,mold,ragweed	dust	1	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
dust,mold,ragweed	mold	1	Map		235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
dust,mold,ragweed	ragweed	1	Map	Close map					N0000021039	ALLERGENIC EXTRACT,RAGWEED STOCK POLLEN	CHEM	Chemicals & Drugs	9W34L2CQ9A	AMBROSIA ARTEMISIIFOLIA
dyasin?	dyasin?	1	Text annotation only	Meaning unclear										
dyazide	dyazide	4	Map		258337	Hydrochlorothiazide / Triamterene	CHEM	Chemicals & Drugs	N0000020146	HYDROCHLOROTHIAZIDE/TRIAMTERENE	CHEM	Chemicals & Drugs		
dye	dye	5	Map						N0000175533	Dyes [MoA]	PHYS	Physiology		
dye #40	dye #40	1	Map		1310600	Allura Red AC Dye	CHEM	Chemicals & Drugs	N0000179034	Allura Red AC Dye [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
dye in vitamins	dye in vitamins	1	Map	Suggest adding text annotation					N0000175533	Dyes [MoA]	PHYS	Physiology		
dye-ivp	dye-ivp	2	Map						N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs		
Dyes & Foods	Dyes	2	Map						N0000175533	Dyes [MoA]	PHYS	Physiology		
eggplant/ celery	celery	1	Map		892372	celery allergenic extract	CHEM	Chemicals & Drugs	N0000023012	CELERY	CHEM	Chemicals & Drugs	44IDY6DTKX	CELERY
eggplant/ celery	eggplant	1	Map	Close map	972601	eggplant allergenic extract	CHEM	Chemicals & Drugs					W5K7RAS4VK	EGGPLANT
eggs	eggs	45	Map		1315115	egg extract	CHEM	Chemicals & Drugs	N0000022610	EGG	CHEM	Chemicals & Drugs	291P45F896	EGG
eggs milk dogs cats mold trees grass weeds	cats	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
eggs milk dogs cats mold trees grass weeds	dogs	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
eggs milk dogs cats mold trees grass weeds	eggs	1	Map		1315115	egg extract	CHEM	Chemicals & Drugs	N0000022610	EGG	CHEM	Chemicals & Drugs	291P45F896	EGG
eggs milk dogs cats mold trees grass weeds	grass	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
eggs milk dogs cats mold trees grass weeds	milk	1	Map		892665	cow milk allergenic extract	CHEM	Chemicals & Drugs	N0000022614	MILK	OBJC	Objects	917J3173FT	COW MILK
eggs milk dogs cats mold trees grass weeds	mold	1	Map		235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
eggs milk dogs cats mold trees grass weeds	trees	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
eggs milk dogs cats mold trees grass weeds	weeds	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
eggs, cheese,grass,dust	cheese	1	Text annotation only											
eggs, cheese,grass,dust	dust	1	Map		852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
eggs, cheese,grass,dust	eggs	1	Map		1315115	egg extract	CHEM	Chemicals & Drugs	N0000022610	EGG	CHEM	Chemicals & Drugs	291P45F896	EGG
eggs, cheese,grass,dust	grass	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
EGGS, FISH, SHELLFISH	EGGS	1	Map		1315115	egg extract	CHEM	Chemicals & Drugs	N0000022610	EGG	CHEM	Chemicals & Drugs	291P45F896	EGG
EGGS, FISH, SHELLFISH	FISH	1	Text annotation only										1PIO77PW2X	FISH, UNSPECIFIED
EGGS, FISH, SHELLFISH	SHELLFISH	1	Map						N0000185020	Shellfish Hypersensitivity [Disease/Finding]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
eggs, peanuts, all fish	all fish	1	Text annotation only											
eggs, peanuts, all fish	eggs	1	Map		1315115	egg extract	CHEM	Chemicals & Drugs	N0000022610	EGG	CHEM	Chemicals & Drugs	291P45F896	EGG
eggs, peanuts, all fish	peanuts	1	Map		891658	peanut allergenic extract	CHEM	Chemicals & Drugs	N0000023025	PEANUT	CHEM	Chemicals & Drugs	QE1QX6B99R	PEANUT
Eggs/chicken	chicken	1	Map	Close map	892653	chicken allergenic extract	CHEM	Chemicals & Drugs					0X8Q245Y7B	CHICKEN
Eggs/chicken	Eggs	1	Map		1315115	egg extract	CHEM	Chemicals & Drugs	N0000022610	EGG	CHEM	Chemicals & Drugs	291P45F896	EGG
eggs/mayonnaise	eggs	1	Map		1315115	egg extract	CHEM	Chemicals & Drugs	N0000022610	EGG	CHEM	Chemicals & Drugs	291P45F896	EGG
eggs/mayonnaise	mayonnaise	1	Text annotation only											
eggwhites	eggwhites	1	Map		892616	egg white (chicken) allergenic extract	CHEM	Chemicals & Drugs	N0000022610	EGG	CHEM	Chemicals & Drugs	291P45F896	EGG
elastic	elastic	1	Text annotation only											
elastoplast	elastoplast	1	Text annotation only											
elastoplast tape	elastoplast tape	2	Text annotation only											
Elavil	Elavil	1	Map		704	Amitriptyline	CHEM	Chemicals & Drugs	N0000005763	Amitriptyline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	26LUD4JO9K	AMITRIPTYLINE HYDROCHLORIDE
electro jelly	electro jelly	1	Map	Broader category, Suggest using original text as annotation					N0000135712	Gel [Dose Form]	CHEM	Chemicals & Drugs		
electrode adhesive	electrode adhesive	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
Electrode Stickers	Electrode Stickers	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
embla cream	embla cream	1	Map		166283	Lidocaine / Prilocaine	CHEM	Chemicals & Drugs	N0000021663	LIDOCAINE/PRILOCAINE	CHEM	Chemicals & Drugs		
embrel	embrel	2	Map		214555	Etanercept	CHEM	Chemicals & Drugs	N0000191929	Etanercept [Chemical/Ingredient]	CHEM	Chemicals & Drugs	OP401G7OJC	ETANERCEPT
EMPIRIN NO. 3	EMPIRIN NO. 3	1	Map		135095	Aspirin / Codeine	CHEM	Chemicals & Drugs	N0000020475	ASPIRIN/CODEINE	CHEM	Chemicals & Drugs		
emyacin	emyacin	1	Map		4053	Erythromycin	CHEM	Chemicals & Drugs	N0000007133	Erythromycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	63937KV33D	ERYTHROMYCIN
