Allergy_Free_Text_Description	Mention	Use Count	DECISION	Comment	RxNorm_CUI	RxNorm_Name	UMLS_CUI_2	NDFRT_Full_Name	UNII_Code	UNII_Display_Name	SNOMED_CONCEPTID	SNOMED_FSN	UMLS_CUI
dilaudid with bupivacaine	dilaudid with bupivacaine	1	Map		3423	Hydromorphone	C0012306	BUPIVACAINE/HYDROMORPHONE	Q812464R06	HYDROMORPHONE	44508008	Hydromorphone (substance)	C0012306
dilaudid with bupivacaine	dilaudid with bupivacaine	1	Map		1815	Bupivacaine	C0006400	BUPIVACAINE/HYDROMORPHONE	Y8335394RO	BUPIVACAINE	44508008	Hydromorphone (substance)	C0012306
dilaudid, morphine	dilaudid	1	Map		3423	Hydromorphone	C0700533	Hydromorphone [Chemical/Ingredient]	L960UP2KRW	HYDROMORPHONE HYDROCHLORIDE	44508008	Hydromorphone (substance)	C0012306
dilaudid, morphine	morphine	1	Map		7052	Morphine	C0026549	Morphine [Chemical/Ingredient]	76I7G6D29C	MORPHINE	373529000	Morphine (substance)	C0026549
dilaurdid	dilaurdid	1	Map		3423	Hydromorphone	C0012306	Hydromorphone [Chemical/Ingredient]	Q812464R06	HYDROMORPHONE	44508008	Hydromorphone (substance)	C0012306
dimatap	dimatap	1	Map		8163	Phenylephrine	C0031469	Phenylephrine [Chemical/Ingredient]	1WS297W6MV	PHENYLEPHRINE	372771005	Phenylephrine (substance)	C0031469
Dimerosol	Dimerosol	1	Map	Suggest adding text annotation	10472	Thimerosal	C0039867	Thimerosal [Chemical/Ingredient]	2225PI3MOV	THIMEROSAL	3379001	Thimerosal (substance)	C0039867
dinitrochlorobenzene	dinitrochlorobenzene	1	Map				C0012460	Dinitrochlorobenzene [Chemical/Ingredient]	GE3IBT7BMN	DINITROCHLOROBENZENE	37566001	Dinitrochlorobenzene (substance)	C0012460
Dioxin	Dioxin	1	Do not map	Toxin			C0039635	Dioxins [Chemical/Ingredient]	DO80M48B6O	2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN	26775004	Dioxin (substance)	C0039635
diprovan	diprovan	1	Map		8782	Propofol	C0033487	Propofol [Chemical/Ingredient]	YI7VU623SF	PROPOFOL	387423006	Propofol (substance)	C0033487
diptheria	diptheria	1	Map		798304	diphtheria toxoid vaccine, inactivated	C3257545	Inactivated Corynebacterium Diphtheriae Vaccine [EPC]			428126001	Diphtheria vaccine (substance)	C0012551
ditropan,sulfa,vioxx,	ditropan	1	Map		32675	oxybutynin	C0134394	oxybutynin [Chemical/Ingredient]	L9F3D9RENQ	OXYBUTYNIN CHLORIDE	372717000	Oxybutynin (substance)	C0069805
ditropan,sulfa,vioxx,	sulfa	1	Map				C0038760	Sulfonamides [Chemical/Ingredient]			387406002	Sulfonamide (substance)	C0304693
ditropan,sulfa,vioxx,	vioxx	1	Map		232158	rofecoxib	C0762662	rofecoxib [Chemical/Ingredient]	0QTW8Z7MCR	ROFECOXIB	387008005	Rofecoxib (substance)	C0762662
diurectics	diurectics	1	Map				C0012798	[CV700] DIURETICS			372695000	Diuretic (substance)	C0012798
DIURETICS	DIURETICS	1	Map				C0012798	[CV700] DIURETICS			372695000	Diuretic (substance)	C0012798
dobutamine	dobutamine	1	Map		3616	Dobutamine	C0012963	Dobutamine [Chemical/Ingredient]	3S12J47372	DOBUTAMINE	387145002	Dobutamine (substance)	C0012963
doclomycin	doclomycin	1	Map		3154	Demeclocycline	C0011276	Demeclocycline [Chemical/Ingredient]	5R5W9ICI6O	DEMECLOCYCLINE	372779007	Demeclocycline (substance)	C0011276
Doesn't remember the drug	Doesn't remember the drug	1	Do not map										
Dog	Dog	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260154005	Dog dander (substance)	C0440458
Dog/cats	cats	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260152009	Cat dander (substance)	C0440456
Dog/cats	Dog	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260154005	Dog dander (substance)	C0440458
Dogs	Dogs	3	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260154005	Dog dander (substance)	C0440458
Dogs cats	cats	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260152009	Cat dander (substance)	C0440456
Dogs cats	Dogs	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260154005	Dog dander (substance)	C0440458
Dogs Cats Seasonal	Cats	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260152009	Cat dander (substance)	C0440456
Dogs Cats Seasonal	Dogs	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260154005	Dog dander (substance)	C0440458
Dogs Cats Seasonal	Seasonal	1	Map	Disorder/Symptom			C0018621	Rhinitis, Allergic, Seasonal [Disease/Finding]			444316004	Seasonal allergy (finding)	C0018621
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	CATS	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260152009	Cat dander (substance)	C0440456
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	COWS	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			107007004	Subfamily Bovinae (organism)	C0325235
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	DOGS	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260154005	Dog dander (substance)	C0440458
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	DUSTMITES	1	Map				C1136325	Antigens, Dermatophagoides [Chemical/Ingredient]			260147004	House dust mite (organism)	C0998367
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	GRASSES	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	412583005	Bee pollen (substance)	C0795585
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	HORSES	1	Map	Suggest adding text annotation			C1446536	HORSE DANDER	J81SZ18495	EQUUS CABALLUS DANDER			C1446536
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	MOLD	1	Map	Close map	235618	Mold Extract	C0981926	ALLERGENIC EXTRACT, MOLD			84489001	Mold (organism)	C0369241
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	RAGWEED	1	Map	Close map			C0993207	ALLERGENIC EXTRACT,RAGWEED STOCK POLLEN	9W34L2CQ9A	AMBROSIA ARTEMISIIFOLIA	256303006	Ragweed pollen (substance)	C0440357
DOGS, CATS, HORSES, COWS, TREES, GRASSES, MOLD, DUSTMITES, RAGWEED	TREES	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	412583005	Bee pollen (substance)	C0795585
dogs, cats, molds	cats	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260152009	Cat dander (substance)	C0440456
dogs, cats, molds	dogs	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260154005	Dog dander (substance)	C0440458
dogs, cats, molds	molds	1	Map	Close map	235618	Mold Extract	C0981926	ALLERGENIC EXTRACT, MOLD			84489001	Mold (organism)	C0369241
dogs,cats	cats	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260152009	Cat dander (substance)	C0440456
dogs,cats	dogs	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260154005	Dog dander (substance)	C0440458
dogs,horses,molds	dogs	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260154005	Dog dander (substance)	C0440458
dogs,horses,molds	horses	1	Map	Suggest adding text annotation			C1446536	HORSE DANDER	J81SZ18495	EQUUS CABALLUS DANDER			C1446536
dogs,horses,molds	molds	1	Map	Close map	235618	Mold Extract	C0981926	ALLERGENIC EXTRACT, MOLD			84489001	Mold (organism)	C0369241
DOMPERIDONE	DOMPERIDONE	1	Map		3626	Domperidone	C0013015	Domperidone [Chemical/Ingredient]	5587267Z69	DOMPERIDONE	387181004	Domperidone (substance)	C0013015
donnatal	donnatal	1	Map		689606	Atropine / Hyoscyamine / Phenobarbital / Scopolamine	C1874393	ATROPINE/HYOSCYAMINE/PHENOBARBITAL/SCOPOLAMINE					C1874393
DORINE	DORINE	1	Do not map	Meaning unclear									
dorotol	dorotol	1	Map		35827	Ketorolac	C0073631	Ketorolac [Chemical/Ingredient]	YZI5105V0L	KETOROLAC	372501008	Ketorolac (substance)	C0073631
doxycyclin	doxycyclin	1	Map		3640	Doxycycline	C0013090	Doxycycline [Chemical/Ingredient]	N12000U13O	DOXYCYCLINE	372478003	Doxycycline (substance)	C0013090
doxycycline	doxycycline	6	Map		3640	Doxycycline	C0013090	Doxycycline [Chemical/Ingredient]	N12000U13O	DOXYCYCLINE	372478003	Doxycycline (substance)	C0013090
dp immune	dp immune	1	Map		1007584	acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated	C1277100	Diphtheria-Tetanus-Pertussis Vaccine [Chemical/Ingredient]			541000221109	Antigen of Clostridium tetani (substance)	C1277100
dp vaccine	dp vaccine	1	Map		1007584	acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated	C1277100	Diphtheria-Tetanus-Pertussis Vaccine [Chemical/Ingredient]			541000221109	Antigen of Clostridium tetani (substance)	C1277100
dpt shot	dpt shot	1	Map		1007584	acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated	C1277100	Diphtheria-Tetanus-Pertussis Vaccine [Chemical/Ingredient]			541000221109	Antigen of Clostridium tetani (substance)	C1277100
droperidol	droperidol	2	Map		3648	Droperidol	C0013136	Droperidol [Chemical/Ingredient]	O9U0F09D5X	DROPERIDOL	387146001	Droperidol (substance)	C0013136
drug	drug	2	Do not map	Meaning unclear									
Drug allergy	Drug allergy	1	Do not map	Meaning unclear							416098002	Drug allergy (disorder)	C0013182
dT shot	dT shot	1	Map		1007589	diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated	C0058773	Diphtheria-Tetanus Vaccine [Chemical/Ingredient]			73152006	Tetanus diphtheria vaccination (procedure)	C0058773
dubutamide	dubutamide	1	Map		3616	Dobutamine	C0012963	Dobutamine [Chemical/Ingredient]	3S12J47372	DOBUTAMINE	387145002	Dobutamine (substance)	C0012963
ducolax	ducolax	1	Map		1596	Bisacodyl	C0005632	Bisacodyl [Chemical/Ingredient]	10X0709Y6I	BISACODYL	387075009	Bisacodyl (substance)	C0005632
duracef	duracef	10	Map		2177	Cefadroxil	C0007538	Cefadroxil [Chemical/Ingredient]	280111G160	CEFADROXIL	372651006	Cefadroxil (substance)	C0007538
duragesic patch	duragesic patch	1	Map		4337	Fentanyl	C0015846	Fentanyl [Chemical/Ingredient]	UF599785JZ	FENTANYL	373492002	Fentanyl (substance)	C0015846
duravent da	duravent da	1	Map		1009156	Chlorpheniramine / Methscopolamine / Phenylephrine	C2930049	CHLORPHENIRAMINE/METHSCOPOLAMINE/PHENYLEPHRINE			783904001	Product containing chlorphenamine and methscopolamine and pseudoephedrine (medicinal product)	C2930049
Duricef	Duricef	1	Map		2177	Cefadroxil	C0007538	Cefadroxil [Chemical/Ingredient]	280111G160	CEFADROXIL	372651006	Cefadroxil (substance)	C0007538
Durifen	Durifen	1	Map		4845	Glucosamine	C0017718	Glucosamine [Chemical/Ingredient]	N08U5BOQ1K	GLUCOSAMINE	70237008	Glucosamine (substance)	C0017718
Dust	Dust	19	Map		852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
dust and cats	cats	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260152009	Cat dander (substance)	C0440456
dust and cats	dust	1	Map		852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
Dust MITES	Dust MITES	5	Map				C1136325	Antigens, Dermatophagoides [Chemical/Ingredient]			260147004	House dust mite (organism)	C0998367
dust mites seasonal	dust mites	1	Map				C1136325	Antigens, Dermatophagoides [Chemical/Ingredient]			260147004	House dust mite (organism)	C0998367
dust mites seasonal	seasonal	1	Map	Disorder/Symptom			C0018621	Rhinitis, Allergic, Seasonal [Disease/Finding]			444316004	Seasonal allergy (finding)	C0018621
Dust mold	Dust	2	Map		852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
Dust mold	mold	2	Map	Close map	235618	Mold Extract	C0981926	ALLERGENIC EXTRACT, MOLD			84489001	Mold (organism)	C0369241
Dust mold dogs egg	dogs	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260154005	Dog dander (substance)	C0440458
Dust mold dogs egg	Dust	1	Map		852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
Dust mold dogs egg	egg	1	Map		1315115	egg extract	C0013710	EGG	291P45F896	EGG	102263004	Eggs (edible) (substance)	C0013710
Dust mold dogs egg	mold	1	Map	Close map	235618	Mold Extract	C0981926	ALLERGENIC EXTRACT, MOLD			84489001	Mold (organism)	C0369241
dust mold flowers	dust	1	Map		852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
dust mold flowers	flowers	1	Text annotation only								16719004	Flowers (substance)	C0330090
dust mold flowers	mold	1	Map		235618	Mold Extract	C0981926	ALLERGENIC EXTRACT, MOLD			84489001	Mold (organism)	C0369241
dust mold pollen	dust	1	Map		852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
dust mold pollen	mold	1	Map		235618	Mold Extract	C0981926	ALLERGENIC EXTRACT, MOLD			84489001	Mold (organism)	C0369241
dust mold pollen	pollen	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	256259004	Pollen (substance)	C0032385
dust,  pollens, cats	cats	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260152009	Cat dander (substance)	C0440456
dust,  pollens, cats	dust	1	Map		852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
dust,  pollens, cats	pollen	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	256259004	Pollen (substance)	C0032385
dust, cats, weeds	cats	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260152009	Cat dander (substance)	C0440456
dust, cats, weeds	dust	1	Map		852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
dust, cats, weeds	weeds	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	412583005	Bee pollen (substance)	C0795585
dust, mold , animal dander	animal dander	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			264287008	Animal dander (substance)	C0440454
dust, mold , animal dander	dust	1	Map		852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
dust, mold , animal dander	mold	1	Map		235618	Mold Extract	C0981926	ALLERGENIC EXTRACT, MOLD			84489001	Mold (organism)	C0369241
dust, pollen, mold cats	cats	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260152009	Cat dander (substance)	C0440456
dust, pollen, mold cats	dust	1	Map		852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
dust, pollen, mold cats	mold	1	Map		235618	Mold Extract	C0981926	ALLERGENIC EXTRACT, MOLD			84489001	Mold (organism)	C0369241
dust, pollen, mold cats	pollen	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	256259004	Pollen (substance)	C0032385
dust,grass,weed,trees	dust	1	Map		852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
dust,grass,weed,trees	grass	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	422304003	Family Poaceae (organism)	C0018210
dust,grass,weed,trees	trees	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	412583005	Bee pollen (substance)	C0795585
dust,grass,weed,trees	weeds	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	412583005	Bee pollen (substance)	C0795585
dust,mold,mildew	dust	1	Map		852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
dust,mold,mildew	mildew	1	Text annotation only										
dust,mold,mildew	mold	1	Map		235618	Mold Extract	C0981926	ALLERGENIC EXTRACT, MOLD			84489001	Mold (organism)	C0369241
dust,mold,ragweed	dust	1	Map		852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
dust,mold,ragweed	mold	1	Map		235618	Mold Extract	C0981926	ALLERGENIC EXTRACT, MOLD			84489001	Mold (organism)	C0369241
dust,mold,ragweed	ragweed	1	Map	Close map			C0993207	ALLERGENIC EXTRACT,RAGWEED STOCK POLLEN	9W34L2CQ9A	AMBROSIA ARTEMISIIFOLIA	256303006	Ragweed pollen (substance)	C0440357
dyasin?	dyasin?	1	Text annotation only	Meaning unclear									
dyazide	dyazide	4	Map		258337	Hydrochlorothiazide / Triamterene	C0813211	HYDROCHLOROTHIAZIDE/TRIAMTERENE			387525002	Hydrochlorothiazide (substance)	C0020261
dye	dye	5	Map				C2757062	Dyes [MoA]			61789006	Dye (substance)	C0013343
dye #40	dye #40	1	Map		1310600	Allura Red AC Dye	C0051224	Allura Red AC Dye [Chemical/Ingredient]			442481000124107	FD and C red 40 (substance)	C0051224
dye in vitamins	dye in vitamins	1	Map	Suggest adding text annotation			C2757062	Dyes [MoA]			61789006	Dye (substance)	C0013343
dye-ivp	dye-ivp	2	Map				C2917425	Radiographic Contrast Agent [EPC]			407935004	Contrast media (product)	C0009924
Dyes & Foods	Dyes	2	Map				C2757062	Dyes [MoA]			61789006	Dye (substance)	C0013343
Dyes & Foods	Foods	2	Text annotation only								255620007	Foods (substance)	C0016452
dyes in coumadin (1mg, 2mg, 4mg doses)	dyes	1	Map				C2757062	Dyes [MoA]			61789006	Dye (substance)	C0013343
dyes in coumadin (1mg, 2mg, 4mg doses)	dyes in coumadin (1mg, 2mg, 4mg doses)	1	Map	Suggest adding text annotation	11289	Warfarin	C0043031	Warfarin Sodium [Chemical/Ingredient]	5Q7ZVV76EI	WARFARIN	372756006	Warfarin (substance)	C0043031
dynacin	dynacin	1	Map		6980	Minocycline	C0026186	Minocycline [Chemical/Ingredient]	0020414E5U	MINOCYCLINE HYDROCHLORIDE	372653009	Minocycline (substance)	C0026187
dystonic reactions	dystonic reactions	1	Text annotation only								15802004	Dystonia (disorder)	C0393593
e myocin	e myocin	1	Map		4053	Erythromycin	C0014806	Erythromycin [Chemical/Ingredient]	63937KV33D	ERYTHROMYCIN	372694001	Erythromycin (substance)	C0014806
eardrops	eardrops	1	Map	Suggest adding text annotation			C0991541	Otic Solution [Dose Form]			385136004	Conventional release ear drops (dose form)	C1154187
ees	ees	2	Do not map	Meaning unclear									
efaxor	efaxor	1	Map		39786	venlafaxine	C0078569	Venlafaxine [Chemical/Ingredient]	GRZ5RCB1QG	VENLAFAXINE	372490001	Venlafaxine (substance)	C0078569
effexor	effexor	1	Map		39786	venlafaxine	C0771200	Venlafaxine [Chemical/Ingredient]	7D7RX5A8MO	VENLAFAXINE HYDROCHLORIDE	372490001	Venlafaxine (substance)	C0078569
egg	egg	3	Map		1315115	egg extract	C0013710	EGG	291P45F896	EGG	102263004	Eggs (edible) (substance)	C0013710
egg cultured vaccine	egg cultured vaccine	1	Map		1315115	egg extract	C0013710	EGG	291P45F896	EGG	102263004	Eggs (edible) (substance)	C0013710
egg plant	egg plant	2	Map	Close map	1315116	eggplant extract	C0453111		W5K7RAS4VK	EGGPLANT	227219006	Aubergine (substance)	C0453111
egg white	egg white	1	Map		892616	egg white (chicken) allergenic extract	C0013704	EGG	3E0I92Z2GR	EGG WHITE	256443002	Egg white (substance)	C0013704
egg whites	egg whites	1	Map		892616	egg white (chicken) allergenic extract	C0013710	EGG	291P45F896	EGG	256443002	Egg white (substance)	C0013704
egg yolk	egg yolk	1	Map		892620	egg yolk (chicken) allergenic extract	C0013707	EGG	4IPS17B70T	EGG YOLK	256442007	Egg yolk (substance)	C0013707
egg yolks	egg yolks	2	Map		892620	egg yolk (chicken) allergenic extract	C0013707	EGG	4IPS17B70T	EGG YOLK	256442007	Egg yolk (substance)	C0013707
eggplant	eggplant	7	Map		1315116	eggplant extract	C0453111		W5K7RAS4VK	EGGPLANT	227219006	Aubergine (substance)	C0453111
eggplant, whole peaches (pt states juice is okay)	eggplant	1	Map	Close map	1315116	eggplant extract	C0453111		W5K7RAS4VK	EGGPLANT	227219006	Aubergine (substance)	C0453111
eggplant, whole peaches (pt states juice is okay)	whole peaches (pt states juice is okay)	1	Map	Suggest adding text annotation	892575	peach allergenic extract	C0949824	PEACH	3OKE88I3QG	PEACH	256309005	Peach - dietary (substance)	C0949824
eggplant/ celery	celery	1	Map		892372	celery allergenic extract	C0973453	CELERY	44IDY6DTKX	CELERY	256326004	Celery (substance)	C0973453
